"editid","class","annotators","totalannotators"
2074,"regular",3,3
2075,"regular",3,3
2076,"regular",3,3
2078,"regular",3,3
2080,"vandalism",10,18
2081,"vandalism",12,12
2082,"regular",3,3
2083,"regular",4,4
2084,"vandalism",7,7
2085,"regular",4,4
2086,"regular",4,4
2089,"regular",4,4
2090,"regular",4,4
2091,"regular",4,4
2092,"regular",4,4
2093,"regular",4,4
2094,"regular",4,4
2095,"regular",4,4
2096,"regular",4,4
2097,"regular",5,5
2098,"regular",6,8
2099,"regular",5,5
2100,"regular",4,5
2101,"regular",3,3
2102,"regular",3,3
2103,"regular",5,6
2104,"regular",3,3
2107,"vandalism",7,9
2108,"regular",3,3
2109,"regular",3,3
2110,"regular",3,3
2116,"regular",4,4
2117,"regular",4,4
2118,"regular",4,4
2119,"regular",4,4
2120,"regular",4,4
2121,"regular",6,8
2122,"regular",4,4
2123,"regular",4,4
2125,"vandalism",5,5
2126,"regular",5,5
2127,"regular",4,5
2128,"vandalism",7,7
2130,"regular",8,16
2131,"regular",3,3
2132,"regular",3,3
2133,"regular",3,3
2134,"regular",3,3
2135,"regular",3,3
2136,"vandalism",8,9
2137,"regular",3,3
2143,"vandalism",13,13
2146,"regular",3,3
2147,"regular",3,3
2148,"regular",3,3
2149,"regular",3,3
2150,"regular",3,3
2152,"regular",3,3
2157,"regular",4,4
2159,"regular",4,4
2160,"regular",4,4
2161,"regular",4,4
2162,"regular",4,4
2163,"regular",4,4
2164,"regular",8,10
2166,"regular",4,4
2171,"regular",3,3
2172,"regular",5,6
2173,"regular",6,6
2174,"regular",3,3
2175,"regular",3,3
2177,"regular",3,3
2178,"regular",3,3
2180,"vandalism",9,17
2185,"regular",4,4
2186,"regular",4,4
2188,"regular",4,4
2189,"regular",4,4
2190,"regular",4,4
2192,"regular",4,4
2193,"regular",5,7
2194,"regular",4,4
2195,"regular",3,4
2196,"regular",5,5
2197,"regular",4,4
2198,"regular",4,4
2199,"regular",6,6
2201,"regular",3,3
2202,"regular",3,3
2203,"regular",3,3
2204,"regular",3,3
2205,"regular",3,3
2206,"regular",3,3
2208,"regular",5,6
2209,"regular",4,4
2210,"regular",7,10
2211,"regular",4,4
2212,"regular",4,4
2213,"regular",4,4
2214,"regular",4,4
2215,"regular",4,4
2216,"regular",4,4
2219,"regular",4,4
2220,"regular",4,4
2221,"vandalism",8,10
2222,"regular",6,8
2229,"regular",3,3
2230,"regular",3,3
2232,"regular",5,6
2233,"regular",3,3
2234,"regular",3,3
2235,"regular",3,3
2236,"regular",6,6
2237,"regular",8,8
2238,"regular",4,4
2239,"regular",4,4
2240,"regular",3,4
2241,"regular",3,3
2243,"regular",3,3
2244,"regular",3,3
2245,"vandalism",12,12
2246,"regular",6,6
2248,"regular",3,3
2249,"regular",3,3
2250,"regular",3,3
2258,"regular",3,3
2259,"regular",3,3
2260,"regular",3,3
2261,"regular",3,3
2262,"vandalism",15,15
2263,"regular",5,6
2264,"regular",3,3
2270,"regular",3,3
2271,"regular",3,3
2273,"regular",3,3
2274,"regular",3,3
2276,"regular",3,3
2277,"regular",3,3
2278,"regular",3,3
2283,"regular",3,3
2284,"regular",6,6
2285,"regular",3,3
2286,"regular",3,3
2287,"regular",3,3
2289,"regular",3,3
2290,"regular",7,7
2292,"regular",3,3
2297,"regular",5,5
2299,"regular",5,5
2300,"regular",5,5
2301,"vandalism",11,19
2302,"regular",5,5
2303,"regular",5,5
2305,"regular",5,5
2306,"regular",5,5
2307,"regular",4,4
2311,"regular",6,7
2315,"regular",4,4
2316,"regular",4,4
2317,"regular",4,4
2318,"regular",4,4
2319,"regular",4,4
2320,"regular",4,4
2326,"regular",3,3
2327,"regular",12,19
2328,"regular",3,3
2329,"regular",3,3
2330,"regular",3,3
2331,"regular",7,7
2332,"vandalism",8,9
2334,"regular",3,3
2339,"regular",3,3
2341,"regular",3,3
2343,"regular",3,3
2344,"vandalism",15,15
2345,"regular",3,3
2346,"regular",3,3
2347,"regular",6,6
2348,"regular",3,3
2353,"vandalism",12,12
2354,"regular",7,9
2355,"regular",5,7
2356,"regular",3,3
2357,"regular",7,9
2358,"regular",5,6
2360,"regular",3,3
2362,"regular",3,3
2367,"regular",3,3
2368,"regular",3,3
2369,"regular",7,9
2372,"regular",3,3
2373,"regular",5,6
2374,"regular",3,3
2375,"regular",6,8
2376,"regular",3,3
2377,"regular",3,4
2381,"regular",3,3
2382,"regular",3,3
2385,"regular",5,6
2386,"regular",3,3
2387,"regular",6,6
2388,"regular",3,3
2389,"regular",3,3
2390,"regular",3,3
2395,"regular",4,4
2397,"vandalism",6,7
2398,"regular",4,4
2399,"vandalism",13,13
2400,"regular",4,4
2402,"regular",4,4
2403,"regular",4,4
2404,"regular",4,4
2409,"regular",3,3
2410,"regular",3,3
2411,"regular",7,9
2412,"regular",5,6
2413,"regular",3,3
2414,"regular",3,3
2416,"regular",3,3
2417,"regular",3,3
2419,"regular",6,6
2420,"regular",4,4
2421,"regular",4,4
2422,"regular",4,4
2423,"regular",3,3
2424,"regular",3,3
2425,"regular",11,18
2426,"regular",3,3
2427,"regular",6,6
2429,"regular",3,3
2431,"regular",3,3
2432,"vandalism",15,15
2433,"regular",4,4
2434,"regular",4,4
2435,"regular",4,4
2436,"regular",4,4
2437,"regular",3,3
2438,"regular",3,3
2439,"regular",3,3
2440,"regular",3,3
2441,"regular",3,3
2443,"regular",3,3
2444,"regular",3,3
2446,"regular",3,3
2447,"regular",3,4
2451,"regular",3,3
2453,"regular",3,3
2455,"regular",3,3
2456,"regular",3,3
2457,"regular",7,7
2459,"regular",3,3
2460,"regular",5,6
2465,"regular",3,3
2466,"regular",3,3
2467,"regular",3,3
2468,"regular",3,3
2470,"regular",3,3
2472,"regular",4,6
2473,"regular",3,3
2474,"regular",3,3
2479,"regular",3,3
2480,"regular",3,3
2481,"regular",3,3
2482,"regular",3,3
2484,"regular",3,3
2486,"regular",3,3
2487,"regular",3,3
2488,"regular",3,3
2493,"regular",5,6
2495,"regular",5,6
2496,"regular",5,6
2497,"regular",3,3
2498,"regular",3,3
2499,"vandalism",7,9
2501,"regular",3,3
2502,"regular",3,3
2503,"regular",4,4
2507,"regular",5,6
2508,"regular",3,3
2509,"regular",3,3
2510,"regular",3,3
2513,"regular",5,6
2514,"regular",3,3
2515,"regular",6,6
2516,"regular",3,3
2521,"regular",3,3
2522,"regular",5,6
2523,"regular",3,3
2524,"regular",3,3
2525,"vandalism",12,12
2527,"regular",3,3
2528,"regular",3,3
2529,"regular",3,3
2535,"vandalism",7,8
2538,"regular",5,5
2539,"regular",5,5
2540,"regular",5,5
2543,"regular",5,5
2544,"vandalism",14,14
2549,"regular",3,3
2550,"regular",3,3
2552,"vandalism",12,12
2553,"regular",6,6
2554,"regular",3,3
2555,"regular",3,3
2557,"regular",3,3
2558,"regular",3,3
2563,"regular",4,4
2564,"regular",4,4
2565,"regular",4,4
2566,"vandalism",12,13
2567,"regular",4,4
2568,"regular",4,4
2569,"regular",4,4
2571,"regular",9,13
2577,"regular",3,3
2578,"regular",3,3
2579,"regular",3,3
2580,"regular",3,3
2581,"vandalism",8,9
2585,"regular",3,3
2586,"regular",3,3
2591,"regular",3,3
2592,"regular",3,3
2593,"regular",3,3
2594,"regular",3,3
2595,"regular",3,3
2596,"regular",3,3
2598,"regular",3,3
2600,"regular",3,3
2601,"regular",6,6
2602,"regular",4,4
2603,"regular",4,4
2604,"regular",4,4
2605,"regular",3,3
2607,"regular",3,3
2608,"regular",11,18
2609,"regular",5,6
2610,"regular",3,3
2612,"regular",3,3
2613,"regular",3,3
2614,"regular",3,3
2619,"regular",3,3
2620,"regular",5,6
2621,"regular",3,3
2623,"regular",3,3
2624,"regular",3,3
2625,"regular",11,18
2627,"regular",3,3
2628,"regular",3,3
2634,"regular",11,15
2635,"regular",3,3
2636,"regular",3,3
2637,"regular",3,3
2638,"regular",3,3
2639,"regular",3,3
2640,"regular",6,6
2641,"regular",3,3
2643,"regular",4,4
2644,"regular",4,4
2645,"regular",4,4
2646,"regular",4,4
2648,"regular",3,3
2650,"regular",3,3
2652,"regular",5,5
2653,"regular",3,3
2654,"regular",5,6
2655,"regular",3,3
2656,"regular",3,3
2657,"regular",3,4
2658,"regular",4,4
2659,"regular",4,4
2660,"regular",4,4
2661,"regular",11,17
2662,"regular",3,3
2664,"regular",3,3
2665,"regular",3,3
2666,"regular",5,6
2668,"regular",3,3
2669,"regular",3,3
2670,"regular",3,3
2675,"regular",3,3
2676,"regular",3,3
2677,"regular",6,6
2679,"regular",3,3
2682,"regular",5,6
2683,"regular",3,3
2684,"regular",3,3
2690,"regular",3,3
2691,"regular",3,3
2692,"regular",3,3
2693,"regular",3,3
2694,"regular",3,3
2695,"regular",3,3
2696,"regular",3,3
2698,"regular",3,3
2703,"regular",4,4
2705,"regular",4,4
2706,"regular",5,7
2707,"regular",4,4
2710,"regular",4,4
2711,"regular",6,8
2712,"regular",4,4
2718,"regular",4,4
2719,"regular",4,4
2720,"regular",4,4
2721,"regular",4,4
2723,"regular",5,7
2724,"regular",4,4
2725,"regular",4,4
2726,"regular",4,4
2733,"regular",3,3
2734,"regular",3,3
2735,"vandalism",10,14
2736,"regular",3,3
2737,"regular",3,3
2738,"regular",5,6
2739,"regular",3,3
2740,"regular",3,3
2741,"regular",3,4
2745,"vandalism",12,13
2746,"regular",4,4
2747,"regular",4,4
2748,"regular",4,4
2749,"regular",4,4
2750,"regular",6,7
2751,"regular",4,4
2752,"regular",4,4
2759,"regular",3,3
2761,"regular",3,3
2762,"vandalism",7,9
2763,"regular",5,6
2765,"regular",3,3
2767,"regular",6,6
2768,"regular",3,3
2774,"regular",9,12
2775,"regular",3,3
2776,"regular",3,3
2778,"regular",3,3
2779,"regular",11,15
2780,"vandalism",7,9
2781,"regular",3,3
2782,"regular",3,3
2783,"regular",4,4
2784,"regular",4,5
2785,"regular",4,4
2786,"regular",4,4
2789,"regular",3,3
2791,"regular",3,3
2792,"regular",3,3
2793,"regular",3,3
2794,"regular",3,3
2795,"regular",3,3
2796,"regular",3,3
2801,"regular",3,3
2802,"regular",3,3
2803,"regular",3,3
2804,"regular",3,3
2807,"regular",3,3
2808,"regular",3,3
2809,"regular",6,6
2810,"regular",3,3
2816,"regular",4,4
2817,"regular",6,7
2818,"regular",4,4
2819,"regular",4,4
2820,"regular",4,4
2821,"regular",4,4
2823,"regular",5,7
2824,"regular",5,7
2829,"regular",3,3
2830,"regular",3,3
2831,"regular",3,3
2832,"regular",3,3
2834,"regular",3,3
2835,"regular",16,26
2836,"regular",3,3
2837,"regular",3,3
2843,"regular",4,4
2844,"regular",4,4
2845,"vandalism",6,7
2846,"regular",4,4
2847,"regular",4,4
2848,"regular",4,4
2850,"vandalism",13,13
2852,"regular",4,4
2857,"regular",4,4
2858,"vandalism",7,10
2859,"vandalism",13,13
2860,"regular",4,4
2861,"regular",4,4
2862,"regular",4,4
2865,"vandalism",10,18
2866,"vandalism",6,7
2872,"regular",3,3
2873,"regular",3,3
2874,"regular",3,3
2875,"regular",3,3
2876,"regular",3,3
2878,"regular",3,3
2879,"regular",3,3
2880,"regular",3,3
2886,"regular",4,4
2887,"regular",4,4
2889,"regular",4,4
2890,"regular",7,10
2891,"regular",4,4
2892,"regular",4,4
2893,"regular",4,4
2894,"regular",6,6
2895,"regular",4,4
2896,"regular",7,9
2897,"regular",4,4
2898,"regular",4,4
2899,"regular",3,3
2900,"regular",3,3
2901,"vandalism",11,18
2902,"regular",3,3
2904,"regular",5,6
2905,"regular",3,3
2906,"regular",5,5
2908,"regular",3,3
2913,"regular",3,3
2914,"regular",3,3
2915,"regular",3,3
2916,"regular",3,3
2918,"regular",3,3
2921,"regular",7,9
2922,"regular",3,3
2927,"regular",3,3
2929,"regular",3,3
2930,"regular",3,3
2931,"regular",3,3
2932,"regular",3,3
2933,"vandalism",12,18
2935,"regular",5,6
2936,"regular",10,18
2937,"regular",4,4
2941,"vandalism",12,12
2942,"regular",5,6
2943,"regular",9,17
2944,"regular",3,3
2946,"regular",3,3
2948,"regular",7,9
2949,"regular",6,6
2950,"regular",5,6
2955,"vandalism",10,17
2956,"regular",3,3
2957,"regular",3,3
2959,"regular",3,3
2960,"regular",3,3
2962,"regular",3,3
2963,"regular",3,3
2964,"regular",3,3
2969,"regular",3,3
2970,"regular",12,17
2972,"regular",3,3
2974,"regular",3,3
2975,"vandalism",7,9
2976,"regular",3,3
2977,"regular",3,3
2978,"regular",3,3
2983,"regular",4,4
2984,"regular",6,7
2985,"regular",4,4
2986,"regular",4,4
2988,"regular",4,4
2989,"regular",4,4
2990,"regular",4,4
2992,"regular",4,4
2993,"regular",4,5
2994,"regular",3,4
2997,"regular",3,3
2998,"regular",3,3
2999,"regular",3,3
3000,"vandalism",12,12
3001,"regular",3,3
3002,"regular",3,3
3004,"regular",3,3
3011,"regular",4,4
3012,"regular",4,4
3013,"regular",4,4
3014,"regular",6,7
3015,"regular",4,4
3017,"regular",6,7
3019,"regular",4,4
3020,"regular",4,4
3025,"regular",3,3
3026,"regular",3,3
3028,"regular",5,6
3029,"regular",3,3
3030,"regular",3,3
3033,"regular",3,3
3034,"regular",3,3
3039,"regular",5,6
3041,"regular",6,6
3042,"regular",3,3
3044,"regular",7,9
3045,"regular",3,3
3046,"regular",3,3
3047,"regular",3,3
3048,"regular",3,3
3054,"regular",4,4
3055,"regular",4,4
3056,"regular",4,4
3057,"vandalism",6,7
3058,"regular",4,4
3059,"regular",4,4
3060,"regular",6,7
3061,"regular",4,4
3068,"regular",3,3
3069,"regular",3,3
3070,"regular",3,3
3071,"regular",3,3
3072,"regular",7,7
3075,"regular",3,3
3076,"regular",9,12
3081,"regular",3,3
3083,"regular",3,3
3084,"regular",3,3
3085,"regular",5,6
3087,"regular",5,6
3088,"regular",5,6
3089,"regular",3,3
3090,"regular",3,3
3095,"regular",3,3
3096,"regular",3,3
3097,"regular",3,3
3101,"regular",3,3
3102,"regular",3,3
3103,"regular",3,3
3104,"vandalism",8,9
3110,"regular",5,5
3111,"regular",6,8
3112,"regular",13,20
3113,"regular",5,5
3114,"regular",5,5
3115,"regular",6,8
3116,"regular",5,5
3118,"regular",5,5
3123,"vandalism",11,19
3124,"regular",4,4
3125,"regular",7,10
3126,"regular",4,4
3127,"regular",4,4
3130,"vandalism",6,7
3131,"regular",4,4
3133,"regular",4,4
3134,"regular",3,4
3135,"regular",5,5
3136,"regular",4,4
3137,"regular",10,18
3138,"regular",3,3
3139,"regular",3,3
3140,"regular",3,3
3141,"regular",3,3
3143,"regular",3,3
3145,"regular",3,3
3146,"regular",3,3
3151,"vandalism",15,16
3152,"regular",4,4
3154,"regular",4,4
3155,"regular",4,4
3156,"regular",6,7
3157,"regular",4,4
3159,"regular",4,4
3160,"regular",4,4
3161,"regular",4,4
3162,"regular",4,4
3163,"regular",3,4
3164,"regular",4,4
3165,"regular",3,3
3168,"regular",3,3
3169,"regular",3,3
3170,"regular",3,3
3171,"regular",3,3
3172,"regular",6,6
3173,"vandalism",5,6
3174,"regular",3,3
3179,"regular",6,7
3180,"regular",4,4
3182,"regular",4,4
3183,"regular",4,4
3184,"regular",4,4
3185,"vandalism",5,7
3187,"regular",4,4
3188,"regular",4,4
3193,"regular",3,3
3194,"regular",3,3
3195,"regular",3,3
3196,"regular",7,9
3198,"vandalism",12,12
3200,"regular",3,3
3201,"regular",3,3
3202,"vandalism",8,9
3207,"regular",6,6
3208,"regular",5,6
3209,"regular",6,6
3210,"regular",10,10
3211,"regular",6,6
3214,"regular",5,6
3215,"regular",6,6
3216,"regular",5,6
3221,"regular",5,6
3223,"regular",3,3
3224,"regular",3,3
3226,"regular",3,3
3227,"regular",3,3
3228,"regular",5,6
3229,"regular",3,3
3230,"regular",4,5
3235,"regular",3,3
3236,"regular",5,6
3237,"regular",3,3
3239,"regular",3,3
3240,"regular",3,3
3241,"regular",3,3
3242,"regular",3,3
3243,"regular",3,3
3249,"regular",6,6
3250,"regular",3,3
3252,"regular",3,3
3253,"regular",3,3
3254,"regular",3,3
3255,"vandalism",5,6
3256,"regular",3,3
3258,"regular",5,6
3259,"regular",4,4
3260,"regular",4,4
3263,"regular",3,3
3264,"regular",3,3
3265,"regular",3,3
3267,"regular",3,3
3268,"regular",3,3
3269,"regular",3,3
3271,"regular",3,3
3277,"regular",3,3
3278,"regular",3,3
3279,"regular",3,3
3280,"regular",7,9
3283,"regular",3,3
3284,"regular",3,3
3285,"regular",3,3
3286,"regular",3,3
3291,"vandalism",16,27
3292,"regular",5,6
3293,"regular",3,3
3295,"regular",3,3
3296,"regular",3,3
3299,"regular",3,3
3300,"regular",3,3
3305,"regular",4,4
3306,"regular",4,4
3307,"regular",4,4
3310,"regular",4,4
3311,"regular",4,4
3312,"regular",4,4
3313,"regular",4,4
3314,"regular",4,4
3315,"regular",4,4
3316,"regular",4,4
3318,"regular",5,7
3319,"regular",3,3
3320,"vandalism",12,12
3322,"regular",5,6
3325,"regular",3,3
3326,"regular",3,3
3327,"regular",3,3
3328,"regular",3,3
3334,"regular",5,5
3335,"regular",5,5
3336,"vandalism",13,14
3337,"regular",5,5
3338,"regular",7,8
3339,"regular",5,5
3340,"regular",5,5
3341,"vandalism",12,17
3343,"regular",5,5
3344,"regular",5,5
3345,"regular",6,8
3346,"vandalism",8,14
3347,"regular",3,3
3349,"regular",3,3
3350,"regular",3,3
3352,"regular",3,3
3353,"regular",3,3
3354,"regular",9,12
3356,"regular",3,3
3357,"regular",4,4
3358,"regular",4,4
3359,"regular",4,4
3360,"regular",4,4
3361,"regular",3,3
3362,"regular",3,3
3363,"regular",3,3
3364,"regular",3,3
3365,"regular",6,6
3366,"regular",3,3
3369,"regular",3,3
3370,"regular",3,3
3375,"regular",3,3
3377,"regular",3,3
3378,"regular",3,3
3379,"regular",3,3
3380,"regular",5,6
3381,"regular",3,3
3382,"regular",3,3
3384,"regular",3,3
3385,"regular",4,4
3389,"regular",3,3
3390,"regular",3,3
3391,"regular",3,3
3392,"regular",7,9
3393,"regular",3,3
3395,"regular",3,3
3396,"regular",3,3
3398,"regular",3,3
3403,"regular",3,3
3404,"regular",3,3
3405,"regular",3,3
3406,"regular",3,3
3408,"regular",3,3
3409,"regular",3,3
3411,"regular",3,3
3412,"regular",3,3
3417,"regular",4,4
3419,"regular",4,4
3420,"regular",4,4
3421,"vandalism",13,13
3422,"regular",4,4
3424,"regular",10,19
3425,"regular",4,4
3426,"regular",4,4
3431,"regular",6,6
3432,"regular",3,3
3433,"regular",3,3
3434,"regular",3,3
3435,"regular",3,3
3438,"regular",3,3
3440,"regular",3,3
3445,"regular",3,3
3446,"regular",3,3
3447,"regular",3,3
3448,"regular",3,3
3450,"vandalism",9,12
3452,"regular",3,3
3453,"regular",3,3
3454,"regular",3,3
3459,"regular",4,4
3460,"regular",4,4
3462,"regular",4,4
3463,"regular",4,4
3464,"regular",4,4
3465,"regular",4,4
3466,"regular",4,4
3467,"regular",4,4
3473,"regular",3,3
3474,"regular",3,3
3475,"regular",10,18
3476,"regular",3,3
3478,"regular",3,3
3480,"regular",3,3
3481,"regular",5,5
3482,"regular",3,3
3487,"regular",3,3
3488,"regular",3,3
3489,"regular",3,3
3490,"regular",3,3
3491,"vandalism",5,6
3492,"regular",3,3
3493,"regular",3,3
3496,"vandalism",9,12
3497,"regular",5,5
3498,"regular",5,5
3499,"regular",5,5
3500,"regular",5,5
3501,"regular",3,3
3502,"regular",3,3
3504,"regular",3,3
3505,"regular",3,3
3506,"vandalism",11,18
3507,"regular",6,6
3509,"regular",3,3
3516,"regular",3,3
3517,"vandalism",7,9
3518,"regular",3,3
3520,"regular",3,3
3521,"regular",3,3
3522,"regular",5,5
3523,"regular",3,3
3524,"regular",3,3
3525,"regular",4,4
3526,"regular",4,4
3527,"regular",4,4
3528,"regular",4,4
3530,"regular",3,3
3531,"regular",3,3
3532,"regular",3,3
3533,"regular",3,3
3535,"regular",3,3
3536,"regular",3,3
3537,"regular",3,3
3538,"regular",3,3
3544,"regular",3,3
3545,"regular",3,3
3546,"regular",5,6
3547,"regular",3,3
3548,"regular",3,3
3550,"regular",3,3
3551,"regular",3,3
3552,"regular",3,3
3553,"regular",4,4
3554,"regular",4,4
3555,"regular",5,5
3556,"regular",3,4
3557,"regular",3,3
3559,"regular",5,6
3560,"regular",5,5
3561,"regular",5,6
3563,"regular",3,3
3564,"regular",3,3
3565,"regular",3,3
3566,"regular",5,5
3573,"regular",3,3
3574,"regular",3,3
3575,"regular",3,3
3576,"regular",3,3
3577,"regular",3,3
3578,"regular",3,3
3580,"regular",5,6
3586,"regular",3,3
3587,"regular",3,3
3588,"regular",3,3
3589,"regular",3,3
3590,"regular",3,3
3591,"regular",3,3
3592,"regular",3,3
3593,"regular",3,3
3599,"regular",4,4
3602,"regular",5,7
3603,"regular",4,4
3604,"regular",4,4
3605,"regular",4,4
3606,"vandalism",12,13
3607,"regular",4,4
3608,"regular",4,4
3613,"regular",3,3
3615,"regular",3,3
3616,"regular",3,3
3617,"vandalism",13,13
3618,"regular",3,3
3619,"regular",3,3
3621,"regular",3,3
3622,"regular",3,3
3627,"regular",3,3
3628,"regular",3,3
3629,"regular",3,3
3630,"regular",3,3
3631,"regular",3,3
3632,"regular",3,3
3634,"regular",3,3
3637,"regular",5,5
3638,"regular",9,16
3639,"regular",4,4
3640,"regular",4,4
3642,"regular",12,19
3643,"regular",4,4
3644,"regular",4,4
3645,"regular",4,4
3646,"regular",5,7
3648,"regular",4,4
3649,"regular",5,7
3650,"regular",4,4
3655,"regular",4,4
3656,"regular",4,4
3657,"vandalism",12,12
3658,"regular",4,4
3660,"regular",4,4
3661,"regular",4,4
3662,"regular",4,4
3664,"regular",4,4
3669,"regular",3,3
3670,"regular",3,3
3671,"regular",3,3
3672,"regular",3,3
3674,"regular",11,15
3675,"regular",11,18
3676,"regular",3,3
3678,"regular",3,3
3683,"regular",3,3
3684,"vandalism",12,12
3685,"regular",3,3
3686,"vandalism",8,9
3687,"regular",5,6
3688,"vandalism",5,6
3689,"regular",6,6
3690,"vandalism",12,24
3698,"regular",3,3
3699,"regular",3,3
3700,"regular",3,3
3701,"regular",11,18
3702,"regular",3,3
3703,"regular",3,3
3704,"regular",3,3
3705,"regular",3,3
3711,"regular",3,3
3712,"regular",3,3
3714,"regular",3,3
3715,"regular",3,3
3716,"regular",3,3
3717,"regular",3,3
3718,"regular",3,3
3720,"regular",3,3
3725,"regular",3,3
3727,"regular",3,3
3728,"regular",7,9
3729,"regular",5,6
3730,"regular",3,3
3731,"regular",3,3
3732,"regular",3,3
3733,"regular",5,6
3739,"regular",3,3
3741,"regular",5,5
3742,"regular",5,6
3743,"vandalism",13,13
3744,"vandalism",7,9
3746,"vandalism",12,12
3747,"regular",3,3
3748,"regular",14,23
3753,"regular",3,3
3755,"regular",5,6
3756,"regular",3,3
3757,"regular",5,6
3758,"regular",3,3
3759,"regular",5,6
3760,"regular",3,3
3767,"regular",4,4
3768,"vandalism",12,19
3769,"regular",4,4
3770,"regular",4,4
3771,"vandalism",13,13
3775,"regular",11,18
3776,"regular",4,4
3782,"regular",6,6
3783,"regular",5,6
3784,"regular",3,3
3785,"vandalism",7,9
3786,"regular",3,3
3787,"regular",3,3
3788,"regular",3,3
3790,"regular",3,3
3795,"regular",7,9
3796,"regular",3,3
3797,"regular",3,3
3798,"vandalism",12,12
3801,"regular",3,3
3802,"regular",3,3
3803,"regular",3,3
3804,"regular",3,3
3809,"regular",7,9
